Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
8518,10837513,"Christian PaulGarcia","2023-08-27 07:00:51",0.77511,1,christianpaulgarcia
8519,10837534,walakada,"2023-08-27 07:07:11",0.77511,1,walakada
8520,10837546,"Emek Irmak","2023-08-27 07:12:51",0.77511,1,emekirmak
8521,10837604,"Muhammad Hilmy Fauzan","2023-08-27 07:38:33",0.77511,1,muhammadhilmyfauzan
8522,10837675,Mahesh045,"2023-08-27 08:07:31",0.77511,1,mahesh045
8523,10788021,"Yasutaka Izuta","2023-08-27 08:32:41",0.77511,3,yasutakaizuta
8524,10837782,"Chong Qiao Yunn","2023-08-27 09:01:16",0.77511,1,chongqiaoyunn
8525,10837790,"Salman Abdul Salam","2023-08-27 09:04:59",0.77511,1,salmanabdulsalam
8526,10837846,"Ansari Ishaan","2023-08-27 09:26:58",0.77511,1,ansariishaan
8527,10837854,"Priya Verma #2","2023-08-27 09:30:31",0.77511,1,prve17
8528,10837862,"kenji Melhem","2023-08-27 09:34:44",0.77511,1,kenjimelhem
8529,10748194,koyuki,"2023-08-27 10:03:43",0.77511,5,koyuki08
8530,10838053,"Oliver Li #2","2023-08-27 10:57:58",0.77511,1,souptime
8531,10836610,"Amritpal Basi","2023-08-27 11:19:42",0.77511,3,amritpalbasi
8532,10838116,"Shivam Manoj Jadhav","2023-08-27 11:23:37",0.77511,1,shivammanojjadhav
8533,10838135,归逝风翼,"2023-08-27 11:29:32",0.77511,1,guishifengyi
8534,10838136,jackcy6699,"2023-08-27 11:30:08",0.77511,1,jackcy6699
8535,10838158,"Nandika Agrawal","2023-08-27 11:41:46",0.77511,1,nandikaagrawal
8536,10837917,Alvin-Career,"2023-08-27 11:43:00",0.77511,6,alvincareer
8537,10838224,IhorAleksykov,"2023-08-27 12:10:57",0.77511,1,igoraleksikov
8538,10838262,"Kasparas Rutkauskas","2023-08-27 12:25:37",0.77511,1,kasparasrutkauskas
8539,10838298,"Aarush Jain","2023-08-27 12:39:09",0.77511,1,aarushj09
8540,5445005,coldrain,"2023-08-27 12:43:33",0.77511,1,coldrainy
8541,10838368,chaqishi,"2023-08-27 13:06:46",0.77511,1,chaqishi
8542,10838422,"Ricku Panthi","2023-08-27 13:27:33",0.77511,1,rickupanthi
8543,10838491,ai_vk_io,"2023-08-27 13:52:48",0.77511,1,aivkio
8544,10838526,macardosa,"2023-08-27 14:06:46",0.77511,1,macardosa
8545,10838568,"Param Thakkar VJTI CS","2023-08-27 14:16:51",0.77511,1,paramthakkarvjtics
8546,10617326,MeetNayani,"2023-06-28 12:24:43",0.77272,1,meetnayani
8547,10551093,"Cornelis Savelsberg","2023-06-30 12:54:52",0.77272,9,cornelissavelsberg
8548,10397274,"Yukai Tang","2023-06-28 13:30:38",0.77272,3,yukaitang
8549,10600832,"Michael Birkenzeller","2023-06-28 15:20:33",0.77272,3,michaelbirkenzeller
8550,10617734,"Brian Makiwa","2023-06-28 14:43:19",0.77272,2,brianmakiwa
8551,10552748,"Pau Collellmir","2023-06-28 16:59:39",0.77272,4,pcollellmir
8552,10618824,Hubsburger,"2023-06-29 17:09:09",0.77272,8,tempptahel
8553,10094017,"Gal Druker","2023-07-02 09:27:48",0.77272,3,galdruker
8554,5303089,"Riya Dhar","2023-06-30 20:30:45",0.77272,7,riyadhar
8555,10114585,"Gal Ashkenazi","2023-06-29 11:36:52",0.77272,1,galashkenazi
8556,10621916,"Ktsumasa Nakaki","2023-08-24 06:21:25",0.77272,4,katsumasanakaki
8557,10446180,"Osamu Takashima","2023-06-29 16:26:25",0.77272,5,samuel036takashima
8558,10615089,"Kyle Matticks","2023-06-29 20:55:05",0.77272,1,kylematticks
8559,6915249,"Joseph Kum","2023-06-30 21:29:17",0.77272,2,josephkum
8560,10599432,"Calvin Korver","2023-06-30 00:54:42",0.77272,2,calvinkorver
8561,10624428,"Mark Ivlev","2023-06-30 00:54:24",0.77272,2,markivlev
8562,10624430,"Christian F. Badillo H.","2023-06-30 01:09:55",0.77272,5,christiaanfbadilloh
8563,10604400,"Toru Igarashi","2023-06-30 02:09:42",0.77272,1,toruigarashi
8564,10620065,haruxe,"2023-06-30 05:10:34",0.77272,4,haruxe
8565,10625265,"Murillo Silva Silveira","2023-06-30 06:39:50",0.77272,4,murillosilvasilveira
8566,10621319,RachelJiangJiang,"2023-07-04 07:45:39",0.77272,5,racheljiangjiang
8567,10578142,Manasa91,"2023-08-14 18:19:18",0.77272,2,manasa91
8568,10626571,MelfZe,"2023-06-30 12:08:30",0.77272,3,melfze
8569,10627048,"NEELANJAN CHAKRABORTY","2023-06-30 13:50:46",0.77272,1,neelanjanchakraborty
8570,10628289,"Sayed Gamal","2023-06-30 21:45:43",0.77272,1,sayedgamal99
8571,10628399,"Omar Zamil","2023-07-01 23:25:51",0.77272,3,omarzamil
8572,10628517,"Troy Lu #3","2023-07-01 00:31:55",0.77272,1,luyort
8573,10616858,dohgyoon,"2023-07-01 05:15:05",0.77272,7,doh0505
8574,10614704,"Numa x Numa","2023-07-05 08:53:37",0.77272,5,numaxnuma
8575,10629442,JeongImdo,"2023-07-01 08:13:15",0.77272,1,jeongimdo
8576,10308241,"Shimon Desta","2023-07-01 08:50:13",0.77272,3,shimondesta
8577,8691209,"Yuki Fujita","2023-07-01 11:24:29",0.77272,1,yukifujita1022
8578,10629952,Obsidixn,"2023-07-01 11:38:08",0.77272,1,obsidixn
8579,10603627,"SEKIGUCHI RYUKI","2023-07-01 12:28:48",0.77272,2,sekiguchiryuki
8580,10235462,"chen shelly","2023-07-02 15:20:43",0.77272,10,chenshelly
8581,3018561,"Mac Krzysik","2023-07-01 15:09:25",0.77272,3,maccaroo
8582,9663501,"Eiji Yamamoto","2023-07-02 03:21:00",0.77272,9,eijiyamamoto
8583,9896642,"Tsukimaru Oshawott","2023-07-01 16:08:30",0.77272,3,cutekibry
8584,10623281,"Michael Harris #2","2023-07-01 17:52:07",0.77272,7,myculharris
8585,5763833,"Zhukov Oleksiy","2023-07-01 20:25:00",0.77272,1,zhukovoleksiy
8586,10631359,"Sebastian Castellano","2023-07-01 22:27:48",0.77272,1,sebastiancastellano
8587,10599962,DATAMOLLU,"2023-07-02 06:27:44",0.77272,3,datamollu
8588,10504195,"Raunit Patel","2023-07-02 12:32:51",0.77272,6,raunitpatel
8589,10311962,"yuval gur1","2023-07-02 11:40:53",0.77272,6,yuvalgur1
8590,10301798,"natanielbenet diniz ","2023-07-05 23:26:11",0.77272,17,natanielbenetdiniz
8591,10318624,"ori matarasso","2023-07-03 20:59:10",0.77272,4,orimatarasso
8592,10635320,Musido,"2023-07-03 05:10:20",0.77272,1,musido
8593,10612149,happyppp,"2023-07-03 07:23:22",0.77272,4,happyppp
8594,10252984,"bar moshe","2023-07-03 08:05:50",0.77272,1,barmoshe
8595,10323390,"itay m","2023-07-03 09:41:27",0.77272,1,itaymortov
8596,10634552,"Nsikak Ebong","2023-07-03 10:58:31",0.77272,3,nsikakebong
8597,10632339,"Koichiro N","2023-07-17 02:39:08",0.77272,9,koichiron
8598,10637574,"Mario Mamdouh","2023-07-03 14:48:43",0.77272,1,mariomamdouh23
8599,10637462,"Nikita Moiseew","2023-08-22 17:54:21",0.77272,8,nikitamoiseew
8600,10637695,"Chetana Vandavasi","2023-07-03 15:33:20",0.77272,4,chetanachetz
8601,10637751,chefaltoids,"2023-07-03 15:49:28",0.77272,2,chefaltoids
8602,10293901,"Saar Amikam","2023-07-03 21:45:59",0.77272,2,saaramikam
8603,10412676,Bacovaca,"2023-07-24 13:03:35",0.77272,2,adrianminzi
8604,10630040,"Abdelkader KAOUANE","2023-07-08 00:24:50",0.77272,38,abdelkaderkaouane
8605,8853121,"Arraf Khan","2023-07-04 02:28:46",0.77272,1,arrafkhan
8606,10272079,"Yaron Lenman","2023-07-04 11:21:30",0.77272,4,yaronlenman
8607,10641380,"Tamer Elateeq","2023-07-23 16:07:32",0.77272,2,tamerelateeq
8608,10641581,"Tahsin Jahin Khalid","2023-07-04 13:54:22",0.77272,1,jahin1997
8609,10503621,Astesummer,"2023-07-04 14:22:33",0.77272,5,astesummer
8610,10642088,"BOUKOUFFALLAH ABDALLAH","2023-07-04 16:48:21",0.77272,1,ibado10
8611,10642532,Deepak18_07,"2023-07-04 20:22:31",0.77272,1,deepak1807
8612,10642529,"Zuo Wang","2023-07-04 21:21:26",0.77272,2,zuowang1600
8613,10619296,yukitada12,"2023-07-07 01:04:46",0.77272,17,yukitada12
8614,10643785,otwo77,"2023-07-06 11:17:31",0.77272,6,otwo77
8615,10644020,erick99,"2023-07-08 10:35:46",0.77272,10,statisticlee
8616,8695976,"Aaditya Raj #2","2023-07-05 07:18:15",0.77272,1,adityawithdoublea
8617,10625844,Oscarchiuu,"2023-08-24 15:29:38",0.77272,24,oscarchiuu
8618,10644586,"Suren Ravi","2023-07-05 09:13:21",0.77272,3,surenravi
8619,10644682,Kinzaru,"2023-07-05 10:45:42",0.77272,10,kinzaru
8620,10643781,"yun ji kang","2023-07-07 08:03:55",0.77272,3,yunjikang
8621,9740476,"Hello There!","2023-07-07 13:38:22",0.77272,6,howdidyoufindthis
8622,6447618,"wendell barcelos","2023-07-05 20:56:02",0.77272,2,wendellbarcelos
8623,9746363,kartashoffv,"2023-08-22 18:42:14",0.77272,5,kartashoffv
8624,10646941,"mostafa elsayed","2023-07-05 21:31:23",0.77272,1,mostafaelsayed6
8625,10646691,"Chiho K","2023-07-05 23:29:50",0.77272,5,chihok
8626,10647916,"Abhigna Kanukanti","2023-07-06 05:29:43",0.77272,1,abhignakanukanti
8627,10648472,willychen230307,"2023-07-06 07:27:55",0.77272,1,willychen230307
8628,10648490,"Jo do won","2023-07-06 08:18:26",0.77272,5,jodowon
8629,10648534,Caperial,"2023-07-06 08:29:01",0.77272,7,caperial
8630,10648733,BoyuanJiang169,"2023-07-10 07:23:07",0.77272,6,boyuanjiang169
8631,10648385,"Deborah Renaux","2023-07-06 09:47:07",0.77272,10,deborahrenaux
8632,10649321,"K.G.S.S Karthik","2023-07-06 10:53:04",0.77272,1,kgsskarthik
8633,10649940,mrtgrsy,"2023-07-06 13:53:28",0.77272,3,mrtgrsy
8634,10651170,"Jiří Kubíček","2023-07-06 20:38:56",0.77272,1,jikubek
8635,10651312,"Haitam Laghmam","2023-07-06 21:57:12",0.77272,3,haitamlaghmam
8636,10652704,"Shubham Khairmode","2023-07-07 08:16:23",0.77272,1,shubhamkhairmode
8637,10653858,"import -kaggle","2023-07-07 14:38:43",0.77272,1,importkaggle
8638,10573924,SlicedLungs,"2023-07-08 15:14:50",0.77272,3,slicedlungs
8639,10623906,"Yoshiyuki Hongoh","2023-07-08 01:36:30",0.77272,4,yoshiyukihongoh
8640,10655661,SiddharthRaina462002,"2023-07-08 07:50:05",0.77272,1,siddharthraina462002
8641,10530613,"Lee Bruce White","2023-07-08 10:44:35",0.77272,1,leebrucewhite
8642,10634397,"Naohumi Masumoto","2023-07-25 02:23:03",0.77272,13,naohumimasumoto
8643,10657976,Ranbix,"2023-07-09 05:37:27",0.77272,2,englishpatient
8644,10658157,linekee,"2023-07-09 09:44:24",0.77272,4,linekee
8645,10658499,"Buzina ","2023-07-09 11:14:42",0.77272,4,buzina
8646,10656771,"Fumitaka Sato","2023-07-09 12:44:30",0.77272,7,buntin87
8647,10636573,"Edu Marín Petidier","2023-07-09 15:58:43",0.77272,2,edumarnpetidier
8648,10660380,jeongyuho,"2023-07-10 01:49:13",0.77272,1,jeongyuho
8649,4799195,one_dragon,"2023-07-10 07:24:40",0.77272,5,onedragon
8650,10661334,KimDohun123,"2023-07-10 08:36:15",0.77272,8,kimdohun123
8651,10661561,heysieun,"2023-07-10 08:37:18",0.77272,5,heysieun
8652,10661582,"AHN SANG WOO","2023-07-10 08:40:39",0.77272,4,ahnsangwoo
8653,9775348,K-TA555,"2023-07-10 10:26:12",0.77272,5,kta555
8654,10662451,"Kavyas swaminathan","2023-07-10 12:34:51",0.77272,1,kavyasswaminathan
8655,10662699,"Mindaugas Paulauskas","2023-07-10 14:05:13",0.77272,2,mindaugaspaulauskas
8656,10662188,SFTEST123,"2023-07-10 15:33:41",0.77272,3,sftest123
8657,10663063,"Aras Edeş","2023-07-11 05:42:39",0.77272,3,arasedes
8658,121915,"Adrian Rogowski","2023-07-10 17:16:16",0.77272,4,adrianrogowski
8659,10666677,"liu livia","2023-07-12 01:17:39",0.77272,4,liulivia
8660,10667200,hisika,"2023-07-20 13:26:12",0.77272,13,hisika
8661,9281056,zhaohepeng,"2023-07-11 07:50:08",0.77272,1,taitans
8662,10667796,xilou001,"2023-07-11 08:49:38",0.77272,1,xilou001
8663,10606892,priyadarshinitl,"2023-07-11 10:55:13",0.77272,11,priyadarshinitl
8664,9613570,SanghyunParkROK,"2023-07-12 03:02:48",0.77272,2,sanghyunparkrok
8665,10668745,"Dmitry Dimcha","2023-07-11 14:06:38",0.77272,3,dddimcha
8666,10414389,"Lucas Lima #4","2023-07-11 14:02:30",0.77272,3,lucasl37
8667,10645999,yamashita.t,"2023-07-11 16:11:20",0.77272,2,yamashitat
8668,10669418,"Masato Dan","2023-07-15 11:30:10",0.77272,5,masatodan
8669,10665916,Oscar.05,"2023-07-11 20:11:34",0.77272,2,oscar05
8670,9445012,Akknno,"2023-07-12 00:49:52",0.77272,4,akknno
8671,10671006,hheee33319,"2023-07-12 06:27:25",0.77272,2,heee33319
8672,10666932,H-SHOTA,"2023-07-12 05:05:53",0.77272,7,hshota
8673,9630906,"keisuke ito","2023-07-12 06:02:54",0.77272,1,itoksk
8674,10641242,ilovecat,"2023-07-18 02:51:51",0.77272,3,ilovecat
8675,10672575,"Preh Keerio","2023-07-12 09:56:58",0.77272,1,prehkeerio
8676,10672612,jackiechang_cpdc,"2023-07-12 10:14:26",0.77272,2,jackiechangcpdc
8677,10672840,"Goutham Krishnan","2023-07-12 11:20:26",0.77272,2,gouthamk16
8678,10674635,"Amro Askar","2023-07-13 14:06:22",0.77272,7,amroaskar
8679,485840,Franz,"2023-07-12 20:40:19",0.77272,1,biconsultant
8680,10639036,Pagzma,"2023-07-12 21:15:07",0.77272,11,pagzma
8681,10676542,"Mrutunjay Samal","2023-07-13 07:24:20",0.77272,1,mrutunjaysamal
8682,10677145,NinoDino1,"2023-07-13 10:00:26",0.77272,1,ninodino1
8683,10679073,"sebastian romero","2023-07-13 19:18:44",0.77272,1,sebastianromero2020
8684,10676628,emoclew,"2023-07-14 08:27:07",0.77272,7,emoclew
8685,10676630,"ccolor nyong","2023-07-14 08:27:59",0.77272,3,ccolornyong
8686,10676610,hesong0713,"2023-07-14 08:28:14",0.77272,4,hesong0713
8687,10676612,khj9961902,"2023-07-14 08:28:55",0.77272,5,khj9961902
8688,10676629,minjaekim2,"2023-07-14 08:29:31",0.77272,2,minjaekim2
8689,10676617,"Jang Wonik","2023-07-14 08:29:53",0.77272,5,jangwonik
8690,10582633,"Can Cubukcu","2023-07-14 09:10:37",0.77272,2,cancubukcu
8691,6563220,"Yujie #2","2023-07-14 10:29:57",0.77272,4,chuyujie1109
8692,715460,"Teun Krikke","2023-07-14 14:43:49",0.77272,1,teunkrikke
8693,10670169,"Yukihiro Nishimura","2023-07-16 23:13:06",0.77272,7,yukihironishimura
8694,10683551,"Daniel Z. #2","2023-07-15 02:16:46",0.77272,2,dzivkovi
8695,10683645,"Smruthi Sreenivas","2023-07-15 02:48:11",0.77272,1,smruthisreenivas
8696,10683643,eliepr,"2023-07-17 17:41:50",0.77272,3,eliepr
8697,10683587,"Dou Yang","2023-07-15 04:07:25",0.77272,3,douyang
8698,10673527,"Ryan Rodric","2023-07-15 06:06:40",0.77272,9,ryanrodric
8699,10685261,trustts,"2023-07-15 13:46:30",0.77272,1,trustts
8700,10509318,"shima #3","2023-07-15 17:24:23",0.77272,2,nanakoshimaoka
8701,10686887,Hairtai1,"2023-07-16 04:45:49",0.77272,2,hairtai1
8702,10686930,sinatiku,"2023-07-16 05:12:56",0.77272,1,sinatiku
8703,5662551,mahmalsami,"2023-07-16 07:57:38",0.77272,6,mahmalsami
8704,10687333,"Hiroto Tsunoda","2023-07-16 10:57:30",0.77272,6,hirototsunoda
8705,10190701,"lingjun chen","2023-07-16 11:58:53",0.77272,8,chenlingjun
8706,10687939,beerenvogel,"2023-07-18 15:29:12",0.77272,7,beerenvogel
8707,5300761,"Yaron Karlinski","2023-07-16 12:53:36",0.77272,3,yaronkarlinski
8708,7199546,"Sakunset Pichittakol","2023-07-16 16:45:28",0.77272,8,sakunset
8709,10689017,"Saman Omidi","2023-07-16 19:37:25",0.77272,1,samanomidi
8710,10689054,N0lifer,"2023-07-17 21:13:29",0.77272,7,n0lifer
8711,10689573,JeongSeoYeong,"2023-07-17 04:37:06",0.77272,4,jeongseoyeong
8712,10609425,IreneYe123,"2023-07-24 03:58:58",0.77272,7,ireneye123
8713,10691050,palensheevtolenshe,"2023-07-17 09:41:56",0.77272,1,palensheevtolenshe
8714,10683406,"Chenrui Huang","2023-07-17 11:48:40",0.77272,6,chenruihuang
8715,10668630,jundabin,"2023-07-17 14:19:50",0.77272,3,jundabin
8716,10691750,NTUHENRY,"2023-07-17 13:02:38",0.77272,1,ntuhenry
8717,9185770,kyoshiza,"2023-07-17 13:41:26",0.77272,5,kyoshiza
8718,10604177,"Max Gin","2023-07-23 12:17:49",0.77272,5,maxgin
8719,10693222,BenjaminNICOL,"2023-07-17 22:47:41",0.77272,2,superdore
8720,10694538,"Vighnesh AK","2023-07-18 06:48:03",0.77272,2,vighneshak81
8721,10695066,"Alex Babich","2023-07-18 08:31:14",0.77272,1,alexbabich
8722,10694104,shincheong,"2023-07-18 09:40:21",0.77272,7,shincheong
8723,10695959,"jack coller","2023-07-18 12:46:59",0.77272,1,jackcoller
8724,10641406,"Aditya Gajjar","2023-07-18 13:34:04",0.77272,2,adityagajjar
8725,10684278,"okku 13","2023-07-19 13:24:52",0.77272,26,okku13
8726,10696631,"Jack V","2023-07-18 15:56:01",0.77272,1,jackvogelgesang
8727,10697150,"Martyna Budrewicz","2023-07-18 18:31:24",0.77272,1,martbudr
8728,10697340,"Ali Abd El Naby","2023-07-18 23:13:42",0.77272,4,aliabdelnaby
8729,10697734,"Sasinathan Suebhait","2023-07-18 23:30:16",0.77272,1,sasinathansuebhait
8730,10637795,"Sichen Yang","2023-07-27 02:01:11",0.77272,14,sichenjasonyang
8731,10699842,Sahib2000,"2023-07-19 10:45:56",0.77272,1,sahib2000
8732,10700112,"Nikola Franić","2023-07-20 18:35:02",0.77272,2,nikolafrani
8733,10697553,"Hanyu Chen #2","2023-07-19 14:10:45",0.77272,5,lllerer
8734,10700660,"Pragati Agrawal iitk","2023-07-19 14:42:50",0.77272,1,pragatiagrawaliitk
8735,10529384,Hongseokhyeon,"2023-07-20 00:18:52",0.77272,2,shhong0125
8736,8886234,"Federico Rodriguez","2023-07-21 13:42:15",0.77272,2,federicorodriguez97
8737,10703703,Haemijung,"2023-07-20 09:08:36",0.77272,8,haemijung
8738,10704154,Sakshi2407,"2023-07-20 08:56:39",0.77272,1,sakshi2407
8739,10704192,KANIKAGUPTA,"2023-07-20 09:05:03",0.77272,1,kanika1908
8740,10704318,"Ranjay Parashar","2023-07-20 09:34:00",0.77272,1,ranjayparashar
8741,4653605,"Fauzan Rizki Naji","2023-07-20 11:21:31",0.77272,1,fauzanrizkinaji
8742,5452930,"Aviparna Biswas","2023-07-20 12:45:33",0.77272,1,aviparnabiswas
8743,10705018,"Reese Martin","2023-07-20 12:52:38",0.77272,1,reesemartin
8744,10705053,"Anna #31","2023-07-21 10:24:47",0.77272,6,annafabris
8745,10322934,satonaka,"2023-07-21 17:09:11",0.77272,8,satonakayahoo
8746,10707722,"Taylor Crawford","2023-08-05 18:18:29",0.77272,2,taylorcrawford
8747,10707765,"ISHIHARA RYUTARO","2023-07-21 06:18:02",0.77272,1,ishihararyutaro
8748,10707710,"ชยพัทธ์ ครุฑนิ่ม","2023-07-21 09:33:43",0.77272,7,deammy
8749,10709350,papaya,"2023-07-21 15:40:32",0.77272,6,npapaya
8750,1611288,PlabanNayak,"2023-07-21 15:23:07",0.77272,2,plabannayak
8751,10701128,Kazuki0815-15,"2023-07-21 18:43:15",0.77272,4,kazuki081515
8752,10710461,"Amit Yalwar","2023-07-22 01:55:02",0.77272,4,amityalwar
8753,10711285,"lalfakzuala hmar","2023-07-22 08:31:48",0.77272,1,lalfakzualahmar
8754,10534537,StCigol711!,"2023-07-23 14:03:03",0.77272,7,stcigol711
8755,10037983,jjieshenga,"2023-08-02 11:12:06",0.77272,5,jjieshenga
8756,10191792,"Abdul Basit Ishaq","2023-07-23 12:17:08",0.77272,1,abdulbasitishaq
8757,9677100,wang260947,"2023-07-24 06:19:41",0.77272,4,wang260947
8758,10714848,"Anushanga Wimalasena","2023-07-23 14:59:56",0.77272,1,uom23mlmsc239378p
8759,3288909,"Marcus Moeng","2023-07-23 15:40:09",0.77272,2,marcusmoeng144
8760,10710089,Hadi_Ayache,"2023-07-24 15:51:19",0.77272,9,hadiayache1
8761,10716641,WhienLiu,"2023-07-24 05:09:08",0.77272,1,whienliu
8762,10717359,wooseok6877,"2023-07-24 08:43:27",0.77272,2,wooseok6877
8763,10717625,"Yichun Gao #2","2023-07-24 09:53:41",0.77272,1,yichun5ethan5gao
8764,10714353,"Benoît Roussel","2023-07-25 07:46:51",0.77272,13,benotroussel
8765,7508660,peleese,"2023-07-24 15:50:37",0.77272,11,peleese
8766,2837883,jirakst,"2023-07-24 18:43:47",0.77272,1,jirakst
8767,10716141,"Kengo Suzuki #2","2023-07-26 06:05:45",0.77272,5,kengosuzuki0928
8768,10666757,yheiurt,"2023-07-25 02:24:08",0.77272,5,yheiurt
8769,10576919,Takayuki_M,"2023-07-25 04:57:34",0.77272,10,takayukim
8770,10720701,swpark6029,"2023-07-25 05:08:55",0.77272,5,swpark6029
8771,7166548,Vicky0214,"2023-07-25 08:09:26",0.77272,1,vicky0214
8772,10723045,"The Official AJ","2023-07-26 12:58:00",0.77272,7,theofficialaj
8773,2380095,"Lev Vinokurov","2023-07-25 16:49:51",0.77272,1,poroshok
8774,10722605,"Fabio Lauro","2023-07-25 19:48:51",0.77272,1,fabiolauro
8775,10183329,"Emerson Barbosa Júnior","2023-07-25 20:43:35",0.77272,1,emersonbarbosajnior
8776,10369503,"Amna Az","2023-07-26 01:46:09",0.77272,9,amnaaz
8777,10711909,amateurrr,"2023-08-03 02:38:53",0.77272,12,amateurrr
8778,5348040,"Lee Dong Chan","2023-07-26 05:55:24",0.77272,1,leedongchan
8779,10725361,"JANGAM BHARADWAJ","2023-07-26 08:27:21",0.77272,1,jangambharadwaj
8780,10725413,"Prajwal Acharya87","2023-07-26 08:43:45",0.77272,1,prajwalacharya87
8781,4500174,lgeun726@gmail.com,"2023-07-26 08:59:16",0.77272,1,lgeun726gmailcom
8782,657013,"Pranav Deshpande","2023-07-26 17:22:54",0.77272,8,universecoder
8783,10725982,"Maddineni Jyothi Kiran","2023-08-21 08:15:47",0.77272,4,maddinenijyothikiran
8784,10726139,"NAKAMURA NATSUKI","2023-07-26 12:28:10",0.77272,1,nakamuranatsuki
8785,10722256,takaslime,"2023-08-04 12:16:27",0.77272,11,takaslime
8786,10727341,"Jael Batista Da Silva","2023-07-26 18:34:46",0.77272,3,jaelbatistadasilva
8787,10727669,"Danish Elahi","2023-07-26 20:52:46",0.77272,2,danishelahi
8788,10728837,"Supriya Santra","2023-07-27 05:39:37",0.77272,1,supriyasantra
8789,10729403,"Zhong Wei Yeo","2023-08-02 08:44:07",0.77272,6,intelshadeofblue
8790,10730521,Mohammed_Abdulwahab21,"2023-07-27 13:35:17",0.77272,1,mohammedabdulwahab21
8791,10731416,"Adam Kozłowski","2023-08-06 19:47:05",0.77272,2,adamkozlowski94
8792,10731901,"Emmanuel Cleto","2023-08-08 02:44:09",0.77272,12,eeecee
8793,10710241,jyuGame,"2023-08-11 21:29:31",0.77272,9,jyugame
8794,10723962,なかのたいやう,"2023-08-05 04:38:14",0.77272,8,nakanotaiyau
8795,10732777,zxd_winnie,"2023-07-28 05:05:32",0.77272,1,zxdwinnie
8796,10733630,"Parmis Moridi","2023-07-28 09:45:09",0.77272,3,parmismoridi
8797,10734090,SIVAKUMARP1010,"2023-07-28 12:08:49",0.77272,1,sivakumarp1010
8798,10734301,"Shruti Gupta #5","2023-07-28 13:15:13",0.77272,1,shrutigupta70
8799,10407700,"Ryan Meyer","2023-07-28 21:04:32",0.77272,2,ryanmeyer1977
8800,10735511,"Ivan Kosolapov #2","2023-07-28 21:57:09",0.77272,2,ivankiroff
8801,10735743,"Alaa Gaafer","2023-07-30 10:19:52",0.77272,10,alaagaafer
8802,3153770,takeshita1211,"2023-07-29 00:19:14",0.77272,3,takeshita1211
8803,5455290,"Patrick sunny","2023-07-29 14:45:59",0.77272,8,patricksunny
8804,10392310,松下大志,"2023-07-30 14:13:22",0.77272,2,pinesocks
8805,5411144,ehud,"2023-07-29 16:45:29",0.77272,6,udi123
8806,10734850,"Danilo Renato De Assis","2023-07-29 20:49:37",0.77272,9,danilorenatodeassis
8807,10738680,"Kazushi Sorakubo #2","2023-07-31 12:47:19",0.77272,4,kazushisorakubo
8808,10736666,ダ・ワールド,"2023-07-30 01:45:56",0.77272,2,daworld
8809,10736972,okukinoko,"2023-07-30 09:36:43",0.77272,3,okukinoko
8810,10739880,"Jakub Vávra","2023-07-31 06:36:20",0.77272,2,jakubvvra
8811,10740334,Loczek22,"2023-07-30 13:48:14",0.77272,1,loczek22
8812,10740570,"ZhiL Xu","2023-07-30 15:13:02",0.77272,1,zhilxu
8813,10740596,JulKrie,"2023-07-30 15:28:28",0.77272,1,julkrie
8814,10740340,YagizKilicarslan,"2023-07-30 15:46:38",0.77272,5,yagizkilicarslan
8815,10740681,"Berfim Karakurt","2023-07-30 16:08:36",0.77272,1,berfimkarakurt
8816,10740556,"Moe El Beshlawi","2023-07-30 16:29:58",0.77272,4,mbeshlawi
8817,10740900,"Chaitanya Awasthi","2023-07-30 17:27:38",0.77272,1,chaitanyaawasthi
8818,10741602,하원HAWON,"2023-07-31 02:02:31",0.77272,1,hawonleee
8819,10741755,"Yuan Sun #2","2023-07-31 03:05:57",0.77272,1,nainailailai
8820,10581946,koomily,"2023-07-31 08:27:29",0.77272,7,koomily
8821,10717185,"Kaneko Susumu","2023-08-02 07:15:49",0.77272,4,kanekosusumu
8822,9964992,IsmaelBendib,"2023-07-31 11:12:50",0.77272,6,ismaelbendib
8823,10674397,"Ksu Khafi","2023-07-31 12:40:37",0.77272,6,ksukhafi
8824,5418703,"Wilder Barbosa Galvão","2023-07-31 15:12:54",0.77272,1,wilderbarbosagalvo
8825,10744940,"Andrew Wilder","2023-07-31 21:24:06",0.77272,1,andrewwilder
8826,10353191,Max24T,"2023-08-01 01:13:45",0.77272,10,max24t
8827,10746397,"Pallavi Baghel","2023-08-01 06:59:09",0.77272,1,pallavibaghel
8828,10746726,"Ryan Coghlan","2023-08-16 08:36:00",0.77272,5,ryancoghlan
8829,10746783," Divya bhavana","2023-08-01 08:30:03",0.77272,1,divyabhavana
8830,10721012,"Jinyi Shi","2023-08-01 08:40:04",0.77272,5,jinyishi
8831,10744757,"Yusuf Serdar Aytekin","2023-08-01 09:47:51",0.77272,8,yusufserdaraytekin
8832,10747980,"Mohammed Abu Alkhair","2023-08-01 13:52:13",0.77272,1,mohammedabualkhair
8833,10746306,"Malvin N","2023-08-03 21:24:15",0.77272,6,malvinn
8834,10748030,loymeding,"2023-08-01 16:15:23",0.77272,5,loymeding
8835,9661432,"Daniil Dushenew","2023-08-01 18:37:09",0.77272,10,daniildushenew
